geneName,AO-A12D.01TCGA,C8-A131.01TCGA,AO-A12B.01TCGA,E2-A10A.02TCGA,BH-A18Q.02TCGA,C8-A130.02TCGA,C8-A138.03TCGA,E2-A154.03TCGA,BH-A0BZ.03TCGA,A8-A09I.04TCGA,C8-A12L.04TCGA,A2-A0EX.04TCGA,AO-A12D.05TCGA,AN-A04A.05TCGA,BH-A0AV.05TCGA,A2-A0D0.06TCGA,BH-A0HK.06TCGA,C8-A12T.06TCGA,A8-A06Z.07TCGA,A2-A0D1.07TCGA,A2-A0CM.07TCGA,BH-A18U.08TCGA,A2-A0YI.08TCGA,A2-A0EQ.08TCGA,AR-A1AP.11TCGA,AN-A0FK.11TCGA,D8-A13Y.15TCGA,A8-A076.15TCGA,AO-A126.15TCGA,C8-A12P.16TCGA,BH-A0C1.16TCGA,A2-A0EY.16TCGA,AR-A1AW.17TCGA,AR-A1AV.17TCGA,C8-A135.17TCGA,AN-A0FL.19TCGA,BH-A0DG.19TCGA,AN-A0AS.19TCGA,AR-A0TV.20TCGA,C8-A12Z.20TCGA,AO-A0JJ.20TCGA,AO-A0JE.21TCGA,A2-A0T2.21TCGA,AN-A0AJ.21TCGA,A7-A0CJ.22TCGA,AO-A12F.22TCGA,A2-A0YL.22TCGA,E2-A159.24TCGA,A2-A0T3.24TCGA,A2-A0YD.24TCGA,AR-A0TR.25TCGA,AO-A03O.25TCGA,BH-A18R.25TCGA,AO-A12E.26TCGA,A8-A06N.26TCGA,A2-A0T1.26TCGA,A2-A0YG.27TCGA,E2-A150.27TCGA,BH-A18N.27TCGA,A7-A0CD.28TCGA,C8-A12W.28TCGA,AN-A0AL.28TCGA,A2-A0T6.29TCGA,E2-A158.29TCGA,E2-A15A.29TCGA,AO-A0JM.30TCGA,C8-A12V.30TCGA,A8-A08G.30TCGA,A2-A0D2.31TCGA,C8-A12U.31TCGA,AR-A1AS.31TCGA,A8-A09G.32TCGA,C8-A131.32TCGA,C8-A134.32TCGA,A2-A0YF.33TCGA,BH-A0DD.33TCGA,BH-A0E9.33TCGA,AR-A0TT.34TCGA,AR-A1AQ.34TCGA,AO-A12B.34TCGA,263d3f-I.CPTAC,blcdb9-I.CPTAC,c4155b-C.CPTAC
AAAS,-1.96771538266905,-0.856805640173934,-0.722268053714705,0.915760405272604,4.17150375427756,1.25283327554606,-2.61363432152367,2.15052859290821,-0.311879855736327,-0.0141749138130299,4.0464826329581,-1.27135600766591,-2.01545072009553,-4.01032549018985,2.8890847458123,3.69575249279903,-0.284852655782585,-0.540804838168517,-4.56484035028893,-1.58946354128753,1.37069519713558,1.96399335623771,-0.900249624975878,2.19803217154035,0.945183440892099,1.81729172111451,-1.63172558732298,0.600185878466461,0.12635850783416,-3.65569998747323,2.40390017362846,2.8078178817822,1.60479066474546,-3.18624820975946,1.88781786712058,3.03954761832096,-1.71545814113395,1.04611850772383,-2.0930334472839,4.56067639861812,2.01237126317327,2.50850233251797,1.8301904789297,0.0477773901739093,-1.06197774581894,-0.914358078477176,-2.95161120258361,-2.8185605077043,-0.988746196887669,-1.14901484666627,0.931883877278284,2.13202820113673,-1.84277132905212,-0.467726331178341,0.288119532632716,0.0695648945007719,-2.11464375692446,1.77614033883497,3.46182623032985,-1.78103576675463,-5.40260443889924,0.932483590609533,2.05966637688197,4.04502119501744,2.17897819977712,2.12033471878219,0.26104571479878,-1.00612675252312,3.90193072393546,0.19322290298261,2.07859868547929,3.35717785009129,0.00780925032590027,0.711160851926892,0.137947916591524,2.41926723208972,2.23537073501477,-0.696032500419473,2.87738956052623,-0.0387731036797183,0.81699358499688,-1.14461630968647,-2.33794031977115
AAK1,0.3488371859651025,0.7316145469166868,0.9224117159658475,-3.234777617825237,0.31940933055104453,0.10424849630715614,-0.07925628427118257,-0.690369784294249,-4.511074985464276,-4.280153425565557,0.01170588206874528,-0.2693418781738343,0.09193910646606872,0.4149989586625991,0.24939476243470773,-4.16502749952078,-1.774312625409453,-0.6467131520178383,-0.01871292396791015,-2.451500985872387,-0.3730127158725027,0.39921329737763933,-3.5252571989546904,0.10545493590083102,0.45223200585534123,0.3414138094796004,-2.873677628882253,-0.04383206677863383,0.020878229810910864,-2.7279289805555345,0.4386084434429458,0.06404416664536287,1.2262726351278672,-0.2250360334128392,0.37000444247740755,0.467854538697066,0.5583364375712682,-1.440027739166933,0.5107539376513871,-0.9804580421577683,0.9398161659236399,0.17628164743348834,-0.662926731173655,0.2267008040614835,0.4049237796824083,-0.14321042145368015,-4.321071810963273,-4.906653826280667,-0.04140743686083548,-1.7700625337593134,-0.2435530760390694,0.5654882463333422,-2.162907020124709,0.3433875818198029,-0.19667703751071133,-3.314181425189438,0.05775127182263991,-3.962249390148828,0.3156029795689475,-5.100161820907233,-5.060044592840768,0.213736455776762,0.09499671470772085,0.4289429512131085,0.14214634952399113,0.4106462476876815,0.5270606744995173,-2.9753355208743213,0.24874365705596674,-0.10320420363062448,0.19122811728824202,0.03611555409171061,0.2921696477967087,0.7101344378267624,-0.23022489384246642,-0.16154418928795058,0.7089132882378937,-0.0017589948907786232,-2.22201246595198,0.5708319624672032,-0.7792128033729228,-0.6926282013407311,-0.5548100509045018
ABCF1,-1.6725865854250612,-0.5492765447816439,-1.0163992172156786,-1.3288547868677543,-0.2211264998750951,0.31186492438531127,-0.043811032006148,-0.048707473373023995,-1.5563564173085944,-1.371744681830927,0.5176756646032854,-0.3113866069807432,-1.0077047006975028,-0.055431941029024996,0.48682371705955774,-2.5893231750052785,-1.064280772407069,-0.46005524202821446,0.43767661814911923,-1.8589378481516545,0.168187517281215,0.29999488437129,-2.3657001823908637,0.06845333808968318,-0.33872621450129803,-1.1710759112461024,-2.3852261139071302,0.909962107994967,-1.6733987359375424,-1.2181566280156424,0.5175564890609472,0.0746600737499317,-0.37941256746899077,0.005342902507865482,1.158437750358772,-0.5615121844454355,0.8253395037138943,-0.7414717658454902,0.8209403418307333,-0.0970741796833437,-1.1253639487925158,-0.099462822980726,0.1422711773927292,0.1324758360992695,1.1268199375909094,-0.7235639599338498,-4.018065752779807,-4.73686645348695,0.1149139148212968,-1.106680165511165,-0.131878817043114,-0.11705715413615503,-1.877915376319317,-0.5001477295565685,0.06448849067234708,-2.71310215538086,0.251273659696447,-2.014863878937455,-0.7556075685642294,-3.000282427739665,-2.164992466770995,-1.529437993274015,-0.24208667646961865,0.5070680984557953,0.6439588309077489,-0.10480586767874253,0.5794725438829327,-0.989762294667057,1.3630470550657927,-0.5524347026206167,0.36246794165479324,0.9273563056275185,0.08767590517109702,0.44172715064273155,-1.2366563815681042,-0.17690103025781523,0.19369147264143263,0.13275211818844374,-1.6638198363156638,-0.8874913710121229,-0.9212567777541028,-0.16408616787634794,0.23390762180450614
ABI1,1.03762548303899,1.20767246741857,1.80436685898218,-6.99692960343761,0.360444394929827,-0.141749300676247,0.201925716910438,-0.248022064232401,-7.46122722572768,-7.50364954427587,0.863849248255505,0.626781823211951,0.995837780556281,0.0228784022086376,0.564019166163977,-7.70675201422124,-3.53197208928076,-0.568490413988049,-1.61741925122078,-5.46933288537028,0.837438309578995,0.714062188253114,-5.16229320132741,0.538876993316376,0.798450908847139,0.68358024958043,-5.04071381098654,0.0561885973432306,-0.0822047691663567,-4.79750915448405,0.683610963389435,-0.0282850070714384,1.18007826721461,-1.81071739235974,-0.218900659045453,0.718260265404848,-0.0421996759137976,-2.79341687573192,0.921980837517664,-2.07679451634656,0.751110128675692,-0.236202637364775,-1.03461141253492,0.00791929797373981,0.510870617927538,0.252005966957495,-5.98122954740802,-10.373118545107,-0.382282090027224,-3.71537241462028,0.397629573183152,1.05778914884645,-3.45250651368279,0.393467063243315,-0.516149954596953,-5.78605303660179,0.195573203945143,-6.53361578176218,-0.294211313215113,-8.64319091529245,-7.74152359871854,1.67887484601279,0.04568982691053,0.720982192096484,0.066363441257393,0.582978414784051,1.13556577438497,-5.29600950952078,0.852486596362127,0.53057607463793,-0.0829740895124249,-0.111578533022034,1.15543164456303,-0.268380337630635,0.626202924615933,0.00678834120277631,0.282788822097027,1.1724109296966,-3.706672886688,1.53232615875848,-0.317314411860022,0.633994354232057,-0.0554542078057175
ABI2,-1.2974595061442349,-0.1799895572818865,-0.870429504181663,-3.796327907958485,-0.7551602954524861,0.45932078817942645,-0.9773726761953085,-0.048142842804015484,-5.3579765985499,-6.633352445365345,-0.48298235064141404,1.074428417324036,-1.4488425332996049,-0.28328406965838204,-0.6956469702154174,-5.243553580768101,-3.54889453881156,0.8234788147162122,-1.7186555009434306,-3.310034213202835,-0.837363472947984,-0.5612651077029046,-3.26321936288506,-0.3376811448064232,1.5198858580681902,-1.420173079639505,-2.252488945081802,0.474260581910158,-0.960807539519112,-3.0619210967822887,-1.3011353726319974,-0.6391379369783754,-0.12181001953479445,-2.37711243481845,0.7422184955946205,-0.605563017050281,1.551379814772065,-1.5557250212192104,0.023274656471044444,-1.6994250222438936,-0.16300578820386352,-0.4868922970688675,-2.4154093026975656,-1.85774601770343,0.6527256127591006,-0.17188096622130902,-4.217735762903625,-4.9975602636329395,-0.25889801311423644,-2.2438772903326547,1.0166323392223096,0.6299003520244034,-1.799358094192649,-0.5741090446069008,0.9640268074367024,-3.2999124810990303,-0.1332217193246874,-4.605222421623605,0.08766994121216018,-4.60978262715832,-6.43299314984666,-0.862257775659277,0.8305348361291185,3.60789239496908,0.6596638415024695,-0.6636072982542065,-0.7888398448627425,-4.1952003688620945,0.7689748484700775,0.5185277470788114,-0.6118966730157048,-0.10565626602647502,-0.32271582895652795,2.6798230959765,0.881427133355966,0.04526126910622652,1.1543228949535655,1.0547137057522804,-2.896814324715015,-0.9556005708437881,-0.625927938932801,-0.1908527288505525,-0.733718336412078
ABL1,-0.449910139699955,0.902664102316379,-0.569723128381861,0.147681786676123,0.914706743369996,-0.084266506315829,0.213825801603735,0.253369881045579,-0.296963184621591,0.0350208845103104,0.547965853172854,0.432026486812538,-0.384336115575799,-0.329296926701981,0.519031089864713,0.327318320150544,-0.505839937890677,0.105191930953904,0.512880689371663,0.399530172315591,-0.545278042075277,0.376183268285545,1.17534342521212,0.269357001622765,-0.201775851259336,-0.935551344976698,-0.332638080838092,-0.0470701458329381,-2.15105658584965,-0.15783718035325,-0.469105810785032,1.4988473176959,0.456136680514292,-0.0519708815504562,0.746773562678221,-0.642335886007366,1.31234289116919,0.466286780229283,0.296126627946299,-0.153503262913649,-0.726992431153492,0.239414108318878,0.551766392558504,-0.678866290706105,-0.442295399975784,-1.13755119828258,0.234853868539605,0.229665835681243,-0.21079913567358,0.310801744888921,0.855949255376437,0.26935681689028,0.118404328250481,-0.514332091347043,0.207893149866664,0.818684459247369,1.18628422274503,0.018873488708693,-0.336061313700294,-0.264171508277293,-0.147411299629571,-2.53579030558055,0.225607513234323,0.350817803970422,-0.54787697311398,-0.0343499167923111,-0.721924061939259,0.180096875481822,0.46529576522626,0.862574434044753,0.388595442767606,2.24040750235724,-1.05134546469809,-3.08725559462137,-0.69985329035945,1.07950409568722,0.45558368164727,1.39799727558988,0.0169232658639207,-0.926662983350541,-0.319358210052557,0.509447907250047,-0.0577691024425993
ABL2,-0.08955751791241967,0.79511294327208,0.03227408653319545,-3.7415043092007068,-0.40284633309240103,0.14983009100703168,0.405020495676043,0.2616511293910116,-5.200286075336973,-5.535817611342246,0.8018264811844807,-1.7199715337998807,-0.3385294783304343,-0.34345472886924133,-0.5238743152545898,-4.0819581609498305,-1.9007806796060178,-1.0319674610409606,0.5929055343905243,-3.21261697353024,0.09427293194569135,-0.8325251992237078,-3.611994037300377,0.3575485585378,-0.7609898344973497,-0.6981638725334106,-2.6674890155899003,-0.421488027593679,-0.2540097674618033,-3.961961544790547,0.40011761039124355,0.1426083721287167,0.5808155093349027,0.03119029531848135,-0.1042648041081301,0.8730127555992557,1.703410961584624,-2.5844442655134734,0.673571855153735,-2.155951980322405,0.18281318216442707,-0.32075672548631334,0.03462609373126533,-1.3257937871857826,0.20725115530559188,0.4230006958406643,-5.214881946105933,-5.227475145980757,-0.26796012045812795,-2.512483543178811,1.265905815287,1.0780474795981012,-2.106466533383743,-1.0594168515809836,1.0014657860608587,-4.6171143824451235,0.713280999795447,-5.59947357836172,-0.12611381126630436,-5.4948829082656765,-6.731503853427206,0.09961585547294034,-0.35147540582464604,1.1488103793778592,0.19898353072393968,-0.23515558986545967,0.013380403288883125,-4.0943527342694805,0.165834447027496,-0.5921495601303054,-0.0506864458608191,-0.4105120099407433,0.25519109405153434,-0.1230857194566577,0.19065726404870464,-0.772728498671054,0.3533467230800429,-0.16312562533824848,-3.375356894362666,-0.03689098416796234,-0.5244192953702322,-0.32960184083928395,0.0579756294014924
ABLIM1,0.662282192185095,1.5625912922647516,-0.12050462412582982,-2.3657609219730036,0.0513521071865494,0.7169936620298223,-0.18030500343826666,0.6097646962026306,-3.4614284139620266,-3.7591464947507505,-0.4754098034990224,0.5151608542904972,0.35056167327375,-0.9161378265349509,2.213036653787908,-4.80669688037611,-0.2752964489887208,0.2227018194323632,-1.4135005196365715,-3.278215920532793,-0.601551381968184,-0.2531990336148272,-2.998696370211139,-0.901694998983605,-0.6336586039116667,-0.6768735162604707,-3.363511453492676,0.1664991571265529,-1.4261194023444002,0.045744153597931006,-0.6272529291931139,0.8754500865498068,-0.17224461674158417,-1.645069318434318,2.036313054046014,0.8288853128507512,-0.10978942672564593,-1.5164417580107599,-0.5742711610597638,1.5172678430636437,0.554162412090108,0.45225260201231227,0.1938742329624,-0.8514824900037627,-0.38505566521918777,-0.278617675934698,-4.401205157218944,-4.728485685194917,-0.21247214010629856,-0.7104859425630874,-1.024517417007138,-0.27236189785793885,-2.343332817971523,0.6467592380732141,-0.7407838263418982,-3.1822382828034144,0.15750221282968913,-4.630983401625445,-0.7168963181154373,-4.867428801623179,-4.448493992443224,0.46253354091118404,1.0311981332228988,1.669272669818422,-0.3445261692652758,-0.11964262347387629,1.623820245647338,-2.7773198789143363,0.22184636682579995,-2.6528598070936202,-2.4418413607121052,1.489464047320319,1.9280493763577908,0.8998841911374879,0.615661055124496,-0.5384711154367122,2.252650220969796,-0.5258619307999775,-2.837609011025394,-0.5314178858818112,-0.9782787473258294,0.08992303320538197,0.213999527927322
ACACA,-1.016384461149962,0.4539741106784505,-0.37597353930968547,-3.28729079349251,-0.36272636991455454,3.28847397148347,0.12814519181199552,-0.3564311334816945,-4.44060132499363,-2.810136118522885,4.5906242347614405,0.43057308877970896,-1.627090099971785,-3.38649733219491,-1.85511239120099,-3.1318869840489754,-0.4739859152444652,-1.0360690278290414,-1.1958425827328651,-3.340170481590765,-1.255393997866715,0.33974534554394503,-3.393690084610105,1.522995862069195,-2.80627829505737,-2.46765860826818,-2.02522306350423,-0.5230677668157645,3.1601151405255896,-1.5341079960157198,0.4771411143566605,2.721916688514035,2.740172386553795,-1.23533195240169,1.624762743042551,0.9718398409214284,-0.270246396132637,-2.073672155988115,0.37116092010199403,-1.4713574775214064,-0.09337780759279851,3.61232952979212,0.16724039782966652,-1.060584173700037,-1.28720365866554,0.481498892563854,-5.83366979832427,-4.0193095222885304,-0.6604190769666676,-3.11100834571644,-0.6363016625339513,-0.688259952964819,-3.2292384486912047,2.090524634603635,0.7083052123699121,-2.875411394409285,-0.8816627946625895,-4.08540264658625,0.1473061919035425,-4.877835562648075,-4.303733860659815,-0.855878363219933,-0.31230965097865004,0.45405460568397155,1.1249974887535106,-1.1057277096367935,-2.96821767145682,-2.91478132490522,0.036349060144368506,0.365915597996643,1.0245770552209459,1.4942018609167675,0.24863793262833847,-0.3222670778874649,-0.5098222218954045,1.467250859263166,0.5095820752567226,-0.3331327265911545,-2.70261010668985,-0.21875078199137155,1.540498145154255,2.84633255720197,2.7976534321510753
ACAP2,0.536014633510742,-0.093024362273411,1.68513634263007,-1.60557690159764,1.1716093647273,0.358101085066517,-0.0574961294034398,0.560528910585243,-0.714629975834201,-0.414769271588803,1.3225292465947,-0.666742426008031,0.697098841999554,0.32727114880475,0.17548577994306,-1.27685513198778,-1.66652088806201,-1.06375460364857,0.433337921732434,-2.31553735640128,0.427446833216391,0.365141473515364,-1.92354940321154,0.8924674411346,0.346025601708514,-0.199437276839779,-2.19939407755167,-0.815214454826388,-2.15105658584965,0.0709058915020076,2.24048148460678,-0.843664587616859,1.39243446598004,-0.835259263680854,-0.699460236365489,0.945026290640217,0.353447645911658,-0.308615946074331,1.27839372525722,0.462514229017185,0.132415786674513,0.235450635438181,0.974578525290646,0.657912801545736,0.0454866875152109,-0.617367233574829,-3.05479983830652,-3.0633086082681,-0.269354290818727,-1.00303318751075,0.695944159226119,0.658645280793639,-1.5919393054196,-0.0786695506396165,-0.329623614665883,-2.21368911221646,0.44000627190232,-0.608590381336398,-0.089146310837728,-2.8311725610851,-0.880694063248595,0.0946540902423394,-0.31230965097865,0.765625133378019,0.869063982765438,0.43237415997919,1.7447301430677,-0.16156107390318,2.1076934737699,-0.272645762636641,-0.738073385706847,0.440038335707206,-0.599177326497592,1.4176758908498,-1.20197917929364,-1.4400954964211,0.481502910579806,0.98605699178476,-0.204253760220293,1.52385662095558,-0.550307405809008,-1.52481072678945,-0.414262876522393
